#SCREEN_ID	SOURCE_ID	SOURCE_TYPE	AUTHOR	SCREEN_NAME	SCORES_SIZE	FULL_SIZE	FULL_SIZE_AVAILABLE	NUMBER_OF_HITS	ANALYSIS	SIGNIFICANCE_INDICATOR	SIGNIFICANCE_CRITERIA	THROUGHPUT	SCREEN_TYPE	SCREEN_FORMAT	EXPERIMENTAL_SETUP	DURATION	CONDITION_NAME	CONDITION_DOSAGE	MOI	LIBRARY	LIBRARY_TYPE	LIBRARY_METHODOLOGY	ENZYME	CELL_LINE	CELL_TYPE	PHENOTYPE	SCORE_COL_COUNT	SCORE.1_TYPE	SCORE.2_TYPE	SCORE.3_TYPE	SCORE.4_TYPE	SCORE.5_TYPE	ORGANISM_ID	ORGANISM_OFFICIAL	NOTES	SOURCE	SCREEN_RATIONALE
1270	32968282	pubmed	Lawson KA (2020)	12-PMID32968282	19466	19466	Yes	2060	BAGEL	Score Significance	Score.1 (Bayes Factor) > 5.0	High Throughput	Negative Selection	Pool	Timecourse	17 Days	-	-	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	B16-MO4	Melanoma Cell Line	cell proliferation	1	Bayes Factor	-	-	-	-	10090	M. musculus	-	BioGRID ORCS	Cell-essential genes
1271	32968282	pubmed	Lawson KA (2020)	13-PMID32968282	18680	18680	Yes	332	DrugZ	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	T cell exposure	15 Days	cytotoxic T lymphocytes (CTLs)	-	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	RenCa	Mouse kidney carcinoma cell	cell proliferation	2	Z-score	FDR	-	-	-	10090	M. musculus	Genes with a positive z-score confer resistance to cytotoxic T lymphocytes upon KO. Genes with a negative score confer sensitivity to cytotoxic T lymphocytes upon KO.	BioGRID ORCS	Increased or decreased cancer cell sensitivity to activated cytotoxic T lymphocytes
1272	32968282	pubmed	Lawson KA (2020)	14-PMID32968282	18983	18983	Yes	471	DrugZ	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	T cell exposure	24 Days	cytotoxic T lymphocytes (CTLs)	-	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	RenCa	Mouse kidney carcinoma cell	cell proliferation	2	Z-score	FDR	-	-	-	10090	M. musculus	Genes with a positive z-score confer resistance to cytotoxic T lymphocytes upon KO. Genes with a negative score confer sensitivity to cytotoxic T lymphocytes upon KO.	BioGRID ORCS	Increased or decreased cancer cell sensitivity to activated cytotoxic T lymphocytes
1273	32968282	pubmed	Lawson KA (2020)	15-PMID32968282	19041	19041	Yes	780	DrugZ	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	T cell exposure	11 Days	cytotoxic T lymphocytes (CTLs)	-	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	EMT6	Mammary Gland Tumor Cell Line	cell proliferation	2	Z-score	FDR	-	-	-	10090	M. musculus	Genes with a positive z-score confer resistance to cytotoxic T lymphocytes upon KO. Genes with a negative score confer sensitivity to cytotoxic T lymphocytes upon KO.	BioGRID ORCS	Increased or decreased cancer cell sensitivity to activated cytotoxic T lymphocytes
1274	32968282	pubmed	Lawson KA (2020)	16-PMID32968282	18986	18986	Yes	624	DrugZ	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	T cell exposure	19 Days	cytotoxic T lymphocytes (CTLs)	-	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	EMT6	Mammary Gland Tumor Cell Line	cell proliferation	2	Z-score	FDR	-	-	-	10090	M. musculus	Genes with a positive z-score confer resistance to cytotoxic T lymphocytes upon KO. Genes with a negative score confer sensitivity to cytotoxic T lymphocytes upon KO.	BioGRID ORCS	Increased or decreased cancer cell sensitivity to activated cytotoxic T lymphocytes
1275	32968282	pubmed	Lawson KA (2020)	17-PMID32968282	19060	19060	Yes	493	DrugZ	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	T cell exposure	11 Days	cytotoxic T lymphocytes (CTLs)	-	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	CT26	Colonic Cancer Cell Line	cell proliferation	2	Z-score	FDR	-	-	-	10090	M. musculus	Genes with a positive z-score confer resistance to cytotoxic T lymphocytes upon KO. Genes with a negative score confer sensitivity to cytotoxic T lymphocytes upon KO.	BioGRID ORCS	Increased or decreased cancer cell sensitivity to activated cytotoxic T lymphocytes
1276	32968282	pubmed	Lawson KA (2020)	18-PMID32968282	19032	19032	Yes	451	DrugZ	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	T cell exposure	17 Days	cytotoxic T lymphocytes (CTLs)	-	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	CT26	Colonic Cancer Cell Line	cell proliferation	2	Z-score	FDR	-	-	-	10090	M. musculus	Genes with a positive z-score confer resistance to cytotoxic T lymphocytes upon KO. Genes with a negative score confer sensitivity to cytotoxic T lymphocytes upon KO.	BioGRID ORCS	Increased or decreased cancer cell sensitivity to activated cytotoxic T lymphocytes
1277	32968282	pubmed	Lawson KA (2020)	19-PMID32968282	19011	19011	Yes	243	DrugZ	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	T cell exposure	14 Days	cytotoxic T lymphocytes (CTLs)	-	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	4T1	Breast Adenocarcinoma Cell Line	cell proliferation	2	Z-score	FDR	-	-	-	10090	M. musculus	Genes with a positive z-score confer resistance to cytotoxic T lymphocytes upon KO. Genes with a negative score confer sensitivity to cytotoxic T lymphocytes upon KO.	BioGRID ORCS	Increased or decreased cancer cell sensitivity to activated cytotoxic T lymphocytes
1278	32968282	pubmed	Lawson KA (2020)	20-PMID32968282	18625	18625	Yes	167	DrugZ	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	T cell exposure	25 Days	cytotoxic T lymphocytes (CTLs)	-	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	4T1	Breast Adenocarcinoma Cell Line	cell proliferation	2	Z-score	FDR	-	-	-	10090	M. musculus	Genes with a positive z-score confer resistance to cytotoxic T lymphocytes upon KO. Genes with a negative score confer sensitivity to cytotoxic T lymphocytes upon KO.	BioGRID ORCS	Increased or decreased cancer cell sensitivity to activated cytotoxic T lymphocytes
1279	32968282	pubmed	Lawson KA (2020)	21-PMID32968282	19046	19046	Yes	125	DrugZ	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	T cell exposure	12 Days	cytotoxic T lymphocytes (CTLs)	-	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	MC38-OVA	Colonic Adenocarcinoma Cell Line	cell proliferation	2	Z-score	FDR	-	-	-	10090	M. musculus	Genes with a positive z-score confer resistance to cytotoxic T lymphocytes upon KO. Genes with a negative score confer sensitivity to cytotoxic T lymphocytes upon KO.	BioGRID ORCS	Increased or decreased cancer cell sensitivity to activated cytotoxic T lymphocytes
1280	32968282	pubmed	Lawson KA (2020)	22-PMID32968282	18638	18638	Yes	44	DrugZ	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	T cell exposure	15 Days	cytotoxic T lymphocytes (CTLs)	-	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	MC38-OVA	Colonic Adenocarcinoma Cell Line	cell proliferation	2	Z-score	FDR	-	-	-	10090	M. musculus	Genes with a positive z-score confer resistance to cytotoxic T lymphocytes upon KO. Genes with a negative score confer sensitivity to cytotoxic T lymphocytes upon KO.	BioGRID ORCS	Increased or decreased cancer cell sensitivity to activated cytotoxic T lymphocytes
1281	32968282	pubmed	Lawson KA (2020)	23-PMID32968282	19065	19065	Yes	119	DrugZ	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	T cell exposure	13 Days	cytotoxic T lymphocytes (CTLs)	-	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	B16-MO4	Melanoma Cell Line	cell proliferation	2	Z-score	FDR	-	-	-	10090	M. musculus	Genes with a positive z-score confer resistance to cytotoxic T lymphocytes upon KO. Genes with a negative score confer sensitivity to cytotoxic T lymphocytes upon KO.	BioGRID ORCS	Increased or decreased cancer cell sensitivity to activated cytotoxic T lymphocytes
1282	32968282	pubmed	Lawson KA (2020)	24-PMID32968282	19060	19060	Yes	116	DrugZ	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	T cell exposure	17 Days	cytotoxic T lymphocytes (CTLs)	-	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	B16-MO4	Melanoma Cell Line	cell proliferation	2	Z-score	FDR	-	-	-	10090	M. musculus	Genes with a positive z-score confer resistance to cytotoxic T lymphocytes upon KO. Genes with a negative score confer sensitivity to cytotoxic T lymphocytes upon KO.	BioGRID ORCS	Increased or decreased cancer cell sensitivity to activated cytotoxic T lymphocytes
1283	32968282	pubmed	Lawson KA (2020)	25-PMID32968282	19063	19063	Yes	139	DrugZ	Score Significance	Score.3 (FDR) < 0.05 OR Score.5 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	Cytokine exposure	15 Days	Interferon gamma	10.0 ng/mL	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	RenCa	Mouse kidney carcinoma cell	cell proliferation	5	Z-score	p-Value	FDR	p-Value	FDR	10090	M. musculus	Genes with a positive Z-score confer increased proliferation in response to IFN-gamma upon KO, genes with a negative Z-score confer reduced proliferation in response to IFN-gamma upon KO	BioGRID ORCS	Response to IFNgamma
1284	32968282	pubmed	Lawson KA (2020)	26-PMID32968282	19045	19045	Yes	236	DrugZ	Score Significance	Score.3 (FDR) < 0.05 OR Score.5 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	Cytokine exposure	24 Days	Interferon gamma	10.0 ng/mL	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	RenCa	Mouse kidney carcinoma cell	cell proliferation	5	Z-score	p-Value	FDR	p-Value	FDR	10090	M. musculus	Genes with a positive Z-score confer increased proliferation in response to IFN-gamma upon KO, genes with a negative Z-score confer reduced proliferation in response to IFN-gamma upon KO	BioGRID ORCS	Response to IFNgamma
1285	32968282	pubmed	Lawson KA (2020)	27-PMID32968282	19059	19059	Yes	931	DrugZ	Score Significance	Score.3 (FDR) < 0.05 OR Score.5 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	Cytokine exposure	15 Days	Mutation: FITM2 (ETG228859) KO|IFNgamma	10.0 ng/mL	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	RenCa	Mouse kidney carcinoma cell	cell proliferation	5	Z-score	p-Value	FDR	p-Value	FDR	10090	M. musculus	Genes with a positive Z-score confer increased proliferation in response to IFN-gamma upon KO, genes with a negative Z-score confer reduced proliferation in response to IFN-gamma upon KO	BioGRID ORCS	Response to IFNgamma in a Fitm2 mutant background
1286	32968282	pubmed	Lawson KA (2020)	28-PMID32968282	18972	18972	Yes	513	DrugZ	Score Significance	Score.3 (FDR) < 0.05 OR Score.5 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	Cytokine exposure	24 Days	Mutation: FITM2 (ETG228859) KO|IFNgamma	10.0 ng/mL	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	RenCa	Mouse kidney carcinoma cell	cell proliferation	5	Z-score	p-Value	FDR	p-Value	FDR	10090	M. musculus	Genes with a positive Z-score confer increased proliferation in response to IFN-gamma upon KO, genes with a negative Z-score confer reduced proliferation in response to IFN-gamma upon KO	BioGRID ORCS	Response to IFNgamma in a Fitm2 mutant background
1287	32968282	pubmed	Lawson KA (2020)	29-PMID32968282	19064	19064	Yes	259	DrugZ	Score Significance	Score.3 (FDR) < 0.05 OR Score.5 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	Cytokine exposure	15 Days	TNF‐α	10.0 ng/mL	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	RenCa	Mouse kidney carcinoma cell	cell proliferation	5	Z-score	p-Value	FDR	p-Value	FDR	10090	M. musculus	Genes with a positive Z-score confer increased proliferation in response to TNF upon KO, genes with a negative Z-score confer reduced proliferation in response to TNF upon KO	BioGRID ORCS	Response to TNF
1288	32968282	pubmed	Lawson KA (2020)	30-PMID32968282	19050	19050	Yes	214	DrugZ	Score Significance	Score.3 (FDR) < 0.05 OR Score.5 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	Cytokine exposure	24 Days	TNF‐α	10.0 ng/mL	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	RenCa	Mouse kidney carcinoma cell	cell proliferation	5	Z-score	p-Value	FDR	p-Value	FDR	10090	M. musculus	Genes with a positive Z-score confer increased proliferation in response to TNF upon KO, genes with a negative Z-score confer reduced proliferation in response to TNF upon KO	BioGRID ORCS	Response to TNF
1289	32968282	pubmed	Lawson KA (2020)	31-PMID32968282	19058	19058	Yes	904	DrugZ	Score Significance	Score.3 (FDR) < 0.05 OR Score.5 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	Cytokine exposure	15 Days	Mutation: ATG12 (ETG67526) KO | TNF	10.0 ng/mL	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	RenCa	Mouse kidney carcinoma cell	cell proliferation	5	Z-score	p-Value	FDR	p-Value	FDR	10090	M. musculus	Genes with a positive Z-score confer increased proliferation in response to TNF upon KO, genes with a negative Z-score confer reduced proliferation in response to TNF upon KO	BioGRID ORCS	Response to TNF in an ATG12 mutant background
1290	32968282	pubmed	Lawson KA (2020)	32-PMID32968282	19032	19032	Yes	924	DrugZ	Score Significance	Score.3 (FDR) < 0.05 OR Score.5 (FDR) < 0.05	High Throughput	Positive and Negative Selection	Pool	Cytokine exposure	24 Days	Mutation: ATG12 (ETG67526) KO | TNF	10.0 ng/mL	~ 0.5	mTKO (mouseTKO)	CRISPRn	Knockout	Cas9	RenCa	Mouse kidney carcinoma cell	cell proliferation	5	Z-score	p-Value	FDR	p-Value	FDR	10090	M. musculus	Genes with a positive Z-score confer increased proliferation in response to TNF upon KO, genes with a negative Z-score confer reduced proliferation in response to TNF upon KO	BioGRID ORCS	Response to TNF in an ATG12 mutant background
1358	31346084	pubmed	Orvedahl A (2019)	1-PMID31346084	1536	20147	No	14	STARS	Score Significance	Score.1 (STARS Score) > 0.0 AND Score.2 (FDR) < 0.1	High Throughput	Positive Selection	Pool	Ligand Exposure	7 Days	Interferon gamma	10.0 units/mL	-	Brie (mouse)	CRISPRn	Knockout	Cas9	BV-2	Microglial Cell Line	cell proliferation	2	STARS Score	FDR	-	-	-	10090	M. musculus	This CRISPR screen identified genes that showed resistance to interferon gamma (STARS analysis at FDR < 10%) and none that showed increased sensitivity.|The authors note the following: p-value=0 means <5.97728631202e-06, FDR=0 means <0.00131158739647	BioGRID ORCS	Increased ligand resistance
1359	31346084	pubmed	Orvedahl A (2019)	2-PMID31346084	1700	20147	No	9	STARS	Score Significance	Score.1 (STARS Score) > 0.0 AND Score.2 (FDR) < 0.1	High Throughput	Positive Selection	Pool	Ligand Exposure	7 Days	Interferon gamma	10.0 units/mL	-	Brie (mouse)	CRISPRn	Knockout	Cas9	BV-2	Microglial Cell Line	cell proliferation	2	STARS Score	FDR	-	-	-	10090	M. musculus	This genome wide genetic interaction CRISPR screen involved using Atg5 knockout (Atg5KO) cells with the purpose of identifying genes required for the hypersensitivity of Atg5KO cells to interferon gamma-induced cell death.|The identified genes showed resistance to interferon gamma (STARS analysis at FDR < 10%) and none showed increased sensitivity.|The authors note the following: p-value=0 means <5.97728631202e-06, FDR=0 means <0.0012701733413	BioGRID ORCS	Increased ligand resistance
1398	31038839	pubmed	Kim B (2019)	1-PMID31038839	19672	19672	Yes	10	MaGeCK	Score Significance	Score.2 (p-Value) < 0.0005	High Throughput	Phenotype Screen	Pool	Timecourse	8 Doublings	-	-	-	Brie (mouse)	CRISPRn	Knockout	Cas9	BV-2	Microglial Cell Line	protein/peptide accumulation	4	MaGeCK Score	p-Value	FDR	Log2FC	-	10090	M. musculus	CDr20- cell populations indicate KO of the gene results in loss of microglia as measured by the CDr20 fluorescent reporter	BioGRID ORCS	Microglia essential genes
1399	31038839	pubmed	Kim B (2019)	2-PMID31038839	19672	19672	Yes	10	MaGeCK	Score Significance	Score.2 (p-Value) < 0.0005	High Throughput	Phenotype Screen	Pool	Timecourse	9 Doublings	-	-	-	Brie (mouse)	CRISPRn	Knockout	Cas9	BV-2	Microglial Cell Line	protein/peptide accumulation	4	MaGeCK Score	p-Value	FDR	Log2FC	-	10090	M. musculus	CDr20- cell populations indicate KO of the gene results in loss of microglia as measured by the CDr20 fluorescent reporter	BioGRID ORCS	Microglia essential genes
1422	33208938	pubmed	Ma H (2020)	1-PMID33208938	22468	22468	Yes	56	MaGeCK	Score Significance	Score.2 (p-Value) < 0.01	High Throughput	Phenotype Screen	Pool	Virus Exposure	54 Hours	Virus:  Venezuelan equine encephalitis virus (VEEV) based chimera (SINV–VEEV–GFP)	1 MOI	~ 0.1	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	Neuro-2a	Neuroblastoma Cell Line	response to virus	4	MaGeCK Score	p-Value	FDR	Log2FC	-	10090	M. musculus	KO of the hit genes prevents infection by Venezuelan equine encephalitis virus as measured by expression of GFP after inoculation with  a chimeric SINV-VEEV-GFP that encodes GFP	BioGRID ORCS	Increased resistance to virus
1438	33087464	pubmed	Urbanek K (2020)	1-PMID33087464	5382	20077	No	895	STARS	Score Significance	Score.3 (FDR) < 0.25	High Throughput	Positive Selection	Pool	Virus Exposure	9 Days	Virus: Reovirus (strain T3SA+)	100.0 MOI	= 0.2	Asagio (mouse)	CRISPRn	Knockout	Cas9	BV-2	Microglial Cell Line	response to virus	3	STARS Score	p-Value	FDR	-	-	10090	M. musculus	Hit genes represent host factors required for reovirus-induced cell killing	BioGRID ORCS	Increased resistance to virus
1439	33087464	pubmed	Urbanek K (2020)	2-PMID33087464	6736	20077	No	52	STARS	Score Significance	Score.3 (FDR) < 0.25	High Throughput	Positive Selection	Pool	Virus Exposure	9 Days	Virus: Reovirus (strain T3SA-)	100.0 MOI	= 0.2	Asagio (mouse)	CRISPRn	Knockout	Cas9	BV-2	Microglial Cell Line	response to virus	3	STARS Score	p-Value	FDR	-	-	10090	M. musculus	Hit genes represent host factors required for reovirus-induced cell killing	BioGRID ORCS	Increased resistance to virus
1440	31209294	pubmed	Fu X (2019)	2-PMID31209294	20646	20646	Yes	477	MaGeCK	Score Significance	Score.2 (neg score p-value) < 0.01 OR Score.4 (pos score p-value) < 0.01	High Throughput	Phenotype Screen	Pool	Other	1 Days	Dux gene induction	-	-	Brie (mouse)	CRISPRn	Knockout	Cas9	Mouse Embryonic Stem Cell	Embryonic Cell Line	protein/peptide accumulation	5	MAGeCK neg score	neg score p-value	MAGeCK pos score	pos score p-value	Log2FC	10090	M. musculus	Genes whose KO results in a negative MAGeCK score associated with a significant p-value are depleted in the totipotent population, suggesting they are positive regulators of totipotency.|Genes whose KO results in a positive MAGeCK score associated with a significant p-value are enriched in the totipotent population, suggesting they are negative regulators of totipotency.	BioGRID ORCS	Regulators of totipotency
1460	33157015	pubmed	Bieging-Rolett KT (2020)	1-PMID33157015	89	89	Yes	11	CasTLE	Score Significance	Score.1 (CasTLE Effect) > 0.0 AND Score.2 (p-Value) < 0.05	High Throughput	Positive Selection	Pool	Implantation to Mouse Model	3 Weeks	Mutation: HrasG12V (ETG15461)	-	= 0.2	TSAG library	CRISPRn	Knockout	Cas9	MEF	Embryonic Fibroblast Cell Line	tumorigenicity	2	CasTLE Effect	p-Value	-	-	-	10090	M. musculus	KO of the hit genes causes increased growth in an E1A;HrasG12V,p53 tumor environment, suggesting that normal function of the gene is tumor suppressive	BioGRID ORCS	Tumor suppressor genes
1468	33185187	pubmed	Fomicheva M (2020)	1-PMID33185187	22619	22619	Yes	6	MaGeCK	Score Significance	Score.3 (FDR) < 0.25	High Throughput	Phenotype Screen	Pool	Timecourse	14 Days	-	-	= 0.3	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	EpH4	breast epithelium	cell cycle progression	3	MaGeCK Score	p-Value	FDR	-	-	10090	M. musculus	Authors screened for genes whose KO resulted in proliferation despite high cell density, suggesting the gene normally contributes to density-dependent cell cycle arrest	BioGRID ORCS	Positive regulators of density-dependent cell cycle arrest
1469	33185187	pubmed	Fomicheva M (2020)	2-PMID33185187	22619	22619	Yes	4	MaGeCK	Score Significance	Score.3 (FDR) < 0.25	High Throughput	Phenotype Screen	Pool	Timecourse	28 Days	-	-	= 0.3	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	EpH4	breast epithelium	cell cycle progression	3	MaGeCK Score	p-Value	FDR	-	-	10090	M. musculus	Authors screened for genes whose KO resulted in proliferation despite high cell density, suggesting the gene normally contributes to density-dependent cell cycle arrest	BioGRID ORCS	Positive regulators of density-dependent cell cycle arrest
1470	33185187	pubmed	Fomicheva M (2020)	3-PMID33185187	22619	22619	Yes	6	MaGeCK	Score Significance	Score.3 (FDR) < 0.25	High Throughput	Positive Selection	Pool	Timecourse	42 Days	-	-	= 0.3	GECKO v2 (mouse)	CRISPRn	Knockout	Cas9	EpH4	breast epithelium	cell cycle progression	3	MaGeCK Score	p-Value	FDR	-	-	10090	M. musculus	Authors screened for genes whose KO resulted in proliferation despite high cell density, suggesting the gene normally contributes to density-dependent cell cycle arrest	BioGRID ORCS	Positive regulators of density-dependent cell cycle arrest
1481	32640256	pubmed	Loo CS (2020)	1-PMID32640256	19668	19668	Yes	490	MaGeCK	Score Significance	Score.2 (p-Value) < 0.01 AND Score.3 (Log2FC) < -0.5	High Throughput	Phenotype Screen	Pool	Timecourse	6 Days	-	-	< 0.2	Brie (mouse)	CRISPRn	Knockout	Cas9	primary Treg	Regulatory T cell	protein/peptide accumulation	3	MAGeCK neg score	p-Value	Log2FC	-	-	10090	M. musculus	-	BioGRID ORCS	Negative regulators of Foxp3 
1482	32640256	pubmed	Loo CS (2020)	2-PMID32640256	19668	19668	Yes	254	MaGeCK	Score Significance	Score.2 (p-Value) < 0.01 AND Score.3 (Log2FC) > 0.5	High Throughput	Phenotype Screen	Pool	Timecourse	6 Days	-	-	< 0.2	Brie (mouse)	CRISPRn	Knockout	Cas9	primary Treg	Regulatory T cell	protein/peptide accumulation	3	MAGeCK pos score	p-Value	Log2FC	-	-	10090	M. musculus	-	BioGRID ORCS	Positive regulators of Foxp3 
1483	32640256	pubmed	Loo CS (2020)	3-PMID32640256	19674	19674	Yes	1497	MaGeCK	Score Significance	Score.2 (p-Value) < 0.002 AND Score.3 (Log2FC) < -1.0	High Throughput	Negative Selection	Pool	Timecourse	6 Days	-	-	< 0.2	Brie (mouse)	CRISPRn	Knockout	Cas9	primary Treg	Regulatory T cell	cell proliferation	3	MaGeCK Score	p-Value	Log2FC	-	-	10090	M. musculus	-	BioGRID ORCS	Cell-essential genes
1484	32640256	pubmed	Loo CS (2020)	4-PMID32640256	19674	19674	Yes	22	MaGeCK	Score Significance	Score.2 (p-Value) < 0.002 AND Score.3 (Log2FC) >= 0.65567	High Throughput	Positive Selection	Pool	Timecourse	6 Days	-	-	< 0.2	Brie (mouse)	CRISPRn	Knockout	Cas9	primary Treg	Regulatory T cell	cell proliferation	3	MaGeCK Score	p-Value	Log2FC	-	-	10090	M. musculus	-	BioGRID ORCS	Growth restrictive genes
1489	32156810	pubmed	Ma H (2020)	1-PMID32156810	200	20077	No	200	MaGeCK	All Significant	-	High Throughput	Phenotype Screen	Pool	Cytokine exposure	16 Hours	IFN-β (Interferon beta)	40.0 IU/ml	-	Asagio (mouse)	CRISPRn	Knockout	Cas9	BV-2	Microglial Cell Line	protein/peptide accumulation	3	MaGeCK Score	p-Value	FDR	-	-	10090	M. musculus	To screen for negative regulators of the IFN pathway the authors used Bst2 (tetherin), a cell surface protein induced by type I IFNs, to select cells with high IFN pathway activity and then looked at sgRNAs enriched in this population suggesting that KO of the hit gene resulted in increased IFN pathway activity	BioGRID ORCS	Negative regulators of the IFN pathway
1490	32156810	pubmed	Ma H (2020)	2-PMID32156810	200	20077	No	200	MaGeCK	All Significant	-	High Throughput	Phenotype Screen	Pool	Cytokine exposure	16 Hours	IFN-β (Interferon beta)	40.0 IU/ml	-	Asagio (mouse)	CRISPRn	Knockout	Cas9	BV-2	Microglial Cell Line	protein/peptide accumulation	3	MaGeCK Score	p-Value	FDR	-	-	10090	M. musculus	To screen for negative regulators of the IFN pathway the authors used Bst2 (tetherin), a cell surface protein induced by type I IFNs, to select cells with high IFN pathway activity and then looked at sgRNAs enriched in this population suggesting that KO of the hit gene resulted in increased IFN pathway activity	BioGRID ORCS	Negative regulators of the IFN pathway
1521	31657721	pubmed	Kinnebrew M (2019)	1-PMID31657721	1239	1239	Yes	253	MaGeCK	Score Significance	Score.1 (p-Value) < 0.1	High Throughput	Phenotype Screen	Pool	Ligand Exposure	24 Hours	Sonic hedgehog protein (mouse)	3.2 nM	-	Targeted lipid-related genes library (Rohatgi, 2019)	CRISPRn	Knockout	Cas9	NIH 3T3	Embryonic Fibroblast Cell Line	protein/peptide accumulation	3	p-Value	FDR	Log2FC	-	-	10090	M. musculus	From the paper: we treated cells with a low, sub-saturating concentration of SHH (LoSHH) that activated the reporter to <10% of maximal strength and selected super-responders, cells with the top 5% of GLI-GFP fluorescence	BioGRID ORCS	Negative regulators of the HH pathway
1522	31657721	pubmed	Kinnebrew M (2019)	2-PMID31657721	1239	1239	Yes	190	MaGeCK	Score Significance	Score.1 (p-Value) < 0.1	High Throughput	Phenotype Screen	Pool	Ligand Exposure	24 Hours	Sonic hedgehog protein (mouse)	25 nM	-	Targeted lipid-related genes library (Rohatgi, 2019)	CRISPRn	Knockout	Cas9	NIH 3T3	Embryonic Fibroblast Cell Line	protein/peptide accumulation	3	p-Value	FDR	Log2FC	-	-	10090	M. musculus	From the paper: "we treated cells with a high, saturating concentration of the ligand Sonic Hedgehog (HiSHH) and used Fluorescence Activated Cell Sorting (FACS) to collect poor responders, those with the lowest 10% of GLI-GFP fluorescence"	BioGRID ORCS	Positive regulators of the HH pathway
1523	32355287	pubmed	Liu X (2020)	1-PMID32355287	566	566	Yes	27	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	6-Mercaptopurine	0.5 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1525	32355287	pubmed	Liu X (2020)	2-PMID32355287	566	566	Yes	51	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	A-966492	2.5 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
